項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
414,30961,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№4　N-40Ⅵa層中部,堆積物,T,k,弥生時代?中世,----,CDEF,Beta-200430,β線法,1670,70,----,----,----,----,-19.4,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
415,30959,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№2　N-40Ⅵa層最上部,堆積物,T,k,弥生時代?中世,----,CDEF,Beta-200428,β線法,1730,60,----,----,----,----,-21.4,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
416,30966,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№9　G-34Ⅷ層,堆積物,T,k,弥生時代?中世,----,CDEF,Beta-200435,β線法,2900,60,----,----,----,----,-19.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
417,30968,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№11　SA36№2312,炭化物,T,h,弥生時代,山ノ口式,C,Beta-200437,β線法,2060,60,----,----,----,----,-26.1,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
418,30970,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№14　SA31№2646,炭化物,T,h,弥生時代,中溝式,C,Beta-200439,β線法,2280,140,----,----,----,----,-25.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
419,30972,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№17　X-25№2316,炭化物,T,h,古代?中世,----,EF,Beta-200441,β線法,650,80,----,----,----,----,-25.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
420,30974,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№19　ST04b層,炭化物,T,h,弥生時代後期,----,C,Beta-213831,AMS法,1970,40,----,----,----,----,-23.6,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
421,30976,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№21　ST07④b層,炭化物,T,h,弥生時代後期,----,C,Beta-213833,AMS法,1930,40,----,----,----,----,-23.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
422,30979,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№24　SA18,炭化物,T,h,弥生時代後期,----,C,Beta-189036,β線法,1970,60,----,----,----,----,-29,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
423,30981,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№26　SA24,炭化物,T,h,弥生時代中期後半,----,C,Beta-189038,β線法,2280,60,----,----,----,----,-23.8,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
424,30983,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№28　SA13,炭化物,T,h,弥生時代中期後半,----,C,Beta-189040,AMS法,2160,40,----,----,----,----,-28.1,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
425,30985,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№30　SA12,炭化物,T,h,弥生時代中期後半,----,C,Beta-189042,AMS法,2100,40,----,----,----,----,-23.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
426,30987,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№32　SA15,炭化物,T,h,弥生時代中期後半,----,C,Beta-189044,AMS法,2090,40,----,----,----,----,-26.3,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
427,30989,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№34　SC22,炭化物,T,h,弥生時代中期後半,----,C,Beta-189046,AMS法,2170,40,----,----,----,----,-26.3,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
428,30991,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№36　ST02,炭化物,T,h,弥生時代中期後半,----,C,Beta-189048,AMS法,2010,40,----,----,----,----,-24.4,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
429,30992,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№37　SA27,炭化物,T,h,弥生時代後期,免田式長頸壺,C,Beta-192042,β線法,2030,60,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
430,30990,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№35　SA05,炭化物,T,h,弥生時代後期,----,C,Beta-189047,AMS法,2080,40,----,----,----,----,-21.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
431,30988,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№33　SA11,炭化物,T,h,弥生時代中期後半,----,C,Beta-189045,AMS法,2090,40,----,----,----,----,-25.9,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
432,30986,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№31　SA19,炭化物,T,h,弥生時代中期後半,----,C,Beta-189043,AMS法,2090,40,----,----,----,----,-26.1,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
433,30984,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№29　SA14,炭化物,T,h,弥生時代中期後半,----,C,Beta-189041,AMS法,2240,40,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
434,30982,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№27　SA26,炭化物,T,h,弥生時代中期後半,----,C,Beta-189039,AMS法,2160,40,----,----,----,----,-24.1,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
435,30980,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№25　SA25,炭化物,T,h,弥生時代中期後半,----,C,Beta-189037,β線法,2240,70,----,----,----,----,-27,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
436,30978,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№23　ST05⑥b層,炭化種実,T,g,弥生時代後期,----,C,Beta-213800,AMS法,1940,40,----,----,----,----,-24.3,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
437,30975,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№20　ST06№12735内,炭化物,T,h,弥生時代後期,----,C,Beta-213832,AMS法,1950,40,----,----,----,----,-24.5,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
438,30973,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№18　ST03Ⅱ層,炭化物,T,h,弥生時代後期,----,C,Beta-213830,AMS法,1940,40,----,----,----,----,-24,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
439,30971,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№15　SA30№3022,炭化物,T,h,弥生時代,山ノ口式,C,Beta-200440,β線法,2180,60,----,----,----,----,-25,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
440,30969,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№12　SA37種実,炭化物,T,h,弥生時代?中世,----,CDEF,Beta-200438,β線法,1930,60,----,----,----,----,-23.8,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
441,30967,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№10　G-34Ⅷ層,堆積物,T,k,弥生時代?中世,----,CDEF,Beta-200436,AMS法,2720,40,----,----,----,----,-20.2,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
442,30958,45：宮崎県,平田遺跡(A･B･C地点),都城市南横市町字和田,試料名:№1　N-40Ⅳ層,堆積物,T,k,中世,----,F,Beta-200427,AMS法,1850,40,----,----,----,----,-23.1,古環境研究所,Beta Analytic Inc.,2008,放射性炭素年代測定,62?67,----,都城市文化財調査報告書　第87集　横市地区遺跡群　平田遺跡A地点･B地点･C地点　-横市地区県営経営体育成基盤整備事業に伴う発掘調査報告書-　,都城市教育委員会
443,31238,45：宮崎県,平田遺跡E地点,都城市南横市町字和田,試料名:№58 E地点炭化種子集中1(集中3),炭化種実(イチイガシ),T,g,弥生時代,----,C,Beta-211779,AMS法,1930,40,----,----,----,----,-24,古環境研究所,Beta Analytic Inc.,2007,自然科学分析,84?104,----,宮崎県埋蔵文化財センター発掘調査報告書　第160集　平田遺跡　D地点･E地点　一般国道10号都城道路建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
444,31236,45：宮崎県,平田遺跡E地点,都城市南横市町字和田,試料名:№30　E地点SA1住居跡,炭化種実(イチイガシ),T,g,弥生時代,----,C,Beta-211777,AMS法,1970,40,----,----,----,----,-27.2,古環境研究所,Beta Analytic Inc.,2007,自然科学分析,84?104,----,宮崎県埋蔵文化財センター発掘調査報告書　第160集　平田遺跡　D地点･E地点　一般国道10号都城道路建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
445,31237,45：宮崎県,平田遺跡E地点,都城市南横市町字和田,試料名:№46　E地点炭化種子集中2(集中2a),炭化種実(イチイガシ),T,g,弥生時代,----,C,Beta-211778,AMS法,1930,40,----,----,----,----,-24.4,古環境研究所,Beta Analytic Inc.,2007,自然科学分析,84?104,----,宮崎県埋蔵文化財センター発掘調査報告書　第160集　平田遺跡　D地点･E地点　一般国道10号都城道路建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
446,31235,45：宮崎県,平田遺跡E地点,都城市南横市町字和田,試料名:№28　E地点SA1住居跡,炭化種実(イネ),T,g,弥生時代,----,C,Beta-211776,AMS法,2190,40,----,----,----,----,-23.5,古環境研究所,Beta Analytic Inc.,2007,自然科学分析,84?104,----,宮崎県埋蔵文化財センター発掘調査報告書　第160集　平田遺跡　D地点･E地点　一般国道10号都城道路建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
447,31746,45：宮崎県,広原第1遺跡,西諸県郡高原町大字広原字広原(高原高校敷地内),試料№:22　SC4､貯蔵穴南側上層部,炭化材,T,f,縄文時代後期前葉?中葉,----,B,PED-19830,AMS法,3660,20,3662,22,-24.7,0.14,----,古環境研究所,古環境研究所,2013,放射性炭素年代測定,85?86,----,宮崎県埋蔵文化財センター発掘調査報告書　第227集　広原第1遺跡　西諸県地区総合制専門高校設置事業に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
448,31747,45：宮崎県,広原第1遺跡,西諸県郡高原町大字広原字広原(高原高校敷地内),試料№:23(10)　SC6､貯蔵穴南側下層部,炭化種実(ササゲ属),T,g,縄文時代後期前葉?中葉,----,B,PED-19831,AMS法,3595,20,3595,22,-26.18,0.18,----,古環境研究所,古環境研究所,2013,放射性炭素年代測定,85?86,----,宮崎県埋蔵文化財センター発掘調査報告書　第227集　広原第1遺跡　西諸県地区総合制専門高校設置事業に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
449,31748,45：宮崎県,広原第1遺跡,西諸県郡高原町大字広原字広原(高原高校敷地内),試料№:24(12)　SC7､貯蔵穴南側下層部,炭化種実(コナラ属),T,g,縄文時代後期前葉?中葉,----,B,PED-19832,AMS法,3540,20,3538,22,-22.89,0.14,----,古環境研究所,古環境研究所,2013,放射性炭素年代測定,85?86,----,宮崎県埋蔵文化財センター発掘調査報告書　第227集　広原第1遺跡　西諸県地区総合制専門高校設置事業に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
450,31745,45：宮崎県,広原第1遺跡,西諸県郡高原町大字広原字広原(高原高校敷地内),試料№:21(4)　SC2､貯蔵穴南側下層部,炭化種実(コナラ属),T,g,縄文時代後期前葉?中葉,----,B,PED-19829,AMS法,3585,20,3587,22,-24.02,0.15,----,古環境研究所,古環境研究所,2013,放射性炭素年代測定,85?86,----,宮崎県埋蔵文化財センター発掘調査報告書　第227集　広原第1遺跡　西諸県地区総合制専門高校設置事業に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
451,31744,45：宮崎県,広原第1遺跡,西諸県郡高原町大字広原字広原(高原高校敷地内),試料№:20　SC1､貯蔵穴北側下層部,炭化材,T,f,縄文時代後期前葉?中葉,----,B,PED-19828,AMS法,3565,20,3564,22,-25.12,0.14,----,古環境研究所,古環境研究所,2013,放射性炭素年代測定,85?86,----,宮崎県埋蔵文化財センター発掘調査報告書　第227集　広原第1遺跡　西諸県地区総合制専門高校設置事業に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
452,30777,45：宮崎県,広庭遺跡,小林市大字南西方字広庭,試料名:№2花弁型住居跡SA-2,炭化材(センダン),T,f,弥生時代中期,----,C,Beta-160560,β線法,1890,60,----,----,----,----,-26,古環境研究所,Beta Analytic Inc.,2003,小林市､広庭遺跡における自然科学分析,126?130,----,小林市文化財調査報告書　第16集　広庭遺跡,小林市教育委員会
453,30776,45：宮崎県,広庭遺跡,小林市大字南西方字広庭,試料名:№1不明土坑1,炭化材,T,f,弥生時代?近世,----,CDEFG,Beta-144209,AMS法,260,40,----,----,----,----,-27.2,古環境研究所,Beta Analytic Inc.,2003,小林市､広庭遺跡における自然科学分析,101?125,----,小林市文化財調査報告書　第16集　広庭遺跡,小林市教育委員会
454,30855,45：宮崎県,延岡城内遺跡(第3次),延岡市本小路77-1,試料名:№2　大溝遺構,炭化物,T,h,江戸時代,17世紀前半?19世紀代･肥前陶磁器,G,NUTA2-2381,AMS法,350,30,----,----,----,----,-23.8,古環境研究所,名古屋大学年代測定総合研究センター,2002,延岡城内遺跡(第4次)調査における放射性炭素年代測定結果,65,----,延岡城内遺跡Ⅰ　-日向延岡新産業都市･都市計画街路本小路通線改良にかかる埋蔵文化財発掘調査報告書(1)-　延岡市文化財調査報告書　第26集　,延岡市教育委員会
455,30854,45：宮崎県,延岡城内遺跡(第3次),延岡市本小路77-1,試料名:№1　土壙4,炭化物,T,h,江戸時代,17世紀前半?後半･肥前陶磁器他,G,NUTA2-2385,AMS法,235,30,----,----,----,----,-25.5,古環境研究所,名古屋大学年代測定総合研究センター,2002,延岡城内遺跡(第3次)調査における放射性炭素年代測定結果,65,----,延岡城内遺跡Ⅰ　-日向延岡新産業都市･都市計画街路本小路通線改良にかかる埋蔵文化財発掘調査報告書(1)-　延岡市文化財調査報告書　第26集　,延岡市教育委員会
456,30866,45：宮崎県,影平遺跡,日南市大字平野7599番地,試料名:№3　B地区3号住居跡　№48,炭化材(コナラ属アカガシ亜属),T,f,弥生時代中期末?後期初頭,----,C,Beta-90965,β線法,2160,70,----,----,----,----,-28.5,杉山真二,Beta Analytic Inc.,1997,14C年代測定結果と樹種同定,52?55,----,日南市埋蔵文化財調査報告書　第7集　影平遺跡　都市計画道路園田?平野線改良工事に伴う埋蔵文化財発掘調査報告書,日南市教育委員会
457,30867,45：宮崎県,影平遺跡,日南市大字平野7599番地,試料名:№4　C地区1号土壙　№62,炭化材(散孔材),T,f,弥生時代中期末?後期初頭,----,C,Beta-90966,β線法,1910,60,----,----,----,----,-27.6,杉山真二,Beta Analytic Inc.,1997,14C年代測定結果と樹種同定,52?55,----,日南市埋蔵文化財調査報告書　第7集　影平遺跡　都市計画道路園田?平野線改良工事に伴う埋蔵文化財発掘調査報告書,日南市教育委員会
458,30865,45：宮崎県,影平遺跡,日南市大字平野7599番地,試料名:№2　B地区2号住居跡　№173,炭化材(クスノキ),T,f,弥生時代中期末?後期初頭,----,C,Beta-90964,β線法,1960,60,----,----,----,----,-28.9,杉山真二,Beta Analytic Inc.,1997,14C年代測定結果と樹種同定,52?55,----,日南市埋蔵文化財調査報告書　第7集　影平遺跡　都市計画道路園田?平野線改良工事に伴う埋蔵文化財発掘調査報告書,日南市教育委員会
459,30864,45：宮崎県,影平遺跡,日南市大字平野7599番地,試料名:№1　B地区1号住居跡　№25,炭化材(散孔材),T,f,弥生時代中期末?後期初頭,----,C,Beta-90963,β線法,2240,90,----,----,----,----,-27.6,杉山真二,Beta Analytic Inc.,1997,14C年代測定結果と樹種同定,52?55,----,日南市埋蔵文化財調査報告書　第7集　影平遺跡　都市計画道路園田?平野線改良工事に伴う埋蔵文化財発掘調査報告書,日南市教育委員会
460,30915,45：宮崎県,後牟田遺跡,都城市上長飯町2683-3他,試料名:№2　SA05a,炭化材(ニレ属),T,f,弥生時代,----,C,Beta-218670,β線法,1980,40,----,----,----,----,-26.9,古環境研究所,Beta Analytic Inc.,2007,平成18年度の調査,49?57,----,都城市文化財調査報告書　第77集　後牟田遺跡,都城市教育委員会
461,30914,45：宮崎県,後牟田遺跡,都城市上長飯町2683-3他,試料名:№1　SA03Pit一括,炭化材(ニレ属),T,f,弥生時代,----,C,Beta-218669,β線法,2070,40,----,----,----,----,-25.4,古環境研究所,Beta Analytic Inc.,2007,平成18年度の調査,49?57,----,都城市文化財調査報告書　第77集　後牟田遺跡,都城市教育委員会
462,30913,45：宮崎県,後牟田遺跡,都城市上長飯町2683-3他,試料名:№１　44トレンチ4i層,炭化物,T,h,弥生時代,----,C,Beta-205774,AMS法,2250,40,----,----,----,----,-11.2,古環境研究所,Beta Analytic Inc.,2007,平成17年度の調査,44?48,----,都城市文化財調査報告書　第77集　後牟田遺跡,都城市教育委員会
463,31439,45：宮崎県,旭2丁目遺跡,宮崎市旭2丁目3-13,試料名:№3　西壁12層(自然流路3期下位),木材,T,d,弥生時代中期,----,C,PED-10996,AMS法,2235,25,----,----,-31.46,0.25,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第183集　旭2丁目遺跡　宮崎地方裁判所増築に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
464,31438,45：宮崎県,旭2丁目遺跡,宮崎市旭2丁目3-13,試料名:№2　西壁9層(自然流路3期中位),木材,T,d,弥生時代中期,----,C,PED-10995,AMS法,2170,20,----,----,-30.16,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第183集　旭2丁目遺跡　宮崎地方裁判所増築に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
465,31440,45：宮崎県,旭2丁目遺跡,宮崎市旭2丁目3-13,試料名:№4　西壁18層(自然流路1期),草本,T,d,不明,----,不明,PED-10997,AMS法,2270,20,----,----,-30.61,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第183集　旭2丁目遺跡　宮崎地方裁判所増築に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
466,31441,45：宮崎県,旭2丁目遺跡,宮崎市旭2丁目3-13,試料名:№5　SE201,炭化材,T,f,中世?近世,----,FG,PED-10998,AMS法,385,20,----,----,-29.04,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第183集　旭2丁目遺跡　宮崎地方裁判所増築に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
467,31437,45：宮崎県,旭2丁目遺跡,宮崎市旭2丁目3-13,試料名:№1　SE202杭か？,木材,T,d,中世?近世,----,FG,PED-10994,AMS法,2225,20,----,----,-28.15,0.18,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,28?30,----,宮崎県埋蔵文化財センター発掘調査報告書　第183集　旭2丁目遺跡　宮崎地方裁判所増築に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
468,30904,45：宮崎県,星原遺跡,都城市南横市町字尻枝,試料名:№2　SA07炉内a’直上,炭化物,T,h,古墳時代,----,D,Beta-178978,AMS法,1140,40,----,----,----,----,-26.5,古環境研究所,Beta Analytic Inc.,2006,星原遺跡における放射性炭素年代測定,172?173,----,都城市文化財調査報告書　第72集　星原遺跡　-横市地区県営ほ場整備事業に伴う発掘調査報告書-,都城市教育委員会
469,30907,45：宮崎県,星原遺跡,都城市南横市町字尻枝,試料名:№5　SQ02土器付着物,炭化物,T,h,縄文時代?古墳時代,----,BCD,Beta-178980,AMS法,2950,40,----,----,----,----,-26,古環境研究所,Beta Analytic Inc.,2006,星原遺跡における放射性炭素年代測定,172?173,----,都城市文化財調査報告書　第72集　星原遺跡　-横市地区県営ほ場整備事業に伴う発掘調査報告書-,都城市教育委員会
470,30908,45：宮崎県,星原遺跡,都城市南横市町字尻枝,試料名:№6　O-36層№3628,炭化物,T,h,縄文時代後期?古墳時代,----,BCD,Beta-178981,β線法,1910,60,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2006,星原遺跡における放射性炭素年代測定,172?173,----,都城市文化財調査報告書　第72集　星原遺跡　-横市地区県営ほ場整備事業に伴う発掘調査報告書-,都城市教育委員会
471,30905,45：宮崎県,星原遺跡,都城市南横市町字尻枝,試料名:№3　SA08№8284,炭化物,T,h,古墳時代,----,D,Beta-178979,AMS法,1670,40,----,----,----,----,-27.9,古環境研究所,Beta Analytic Inc.,2006,星原遺跡における放射性炭素年代測定,172?173,----,都城市文化財調査報告書　第72集　星原遺跡　-横市地区県営ほ場整備事業に伴う発掘調査報告書-,都城市教育委員会
472,30903,45：宮崎県,星原遺跡,都城市南横市町字尻枝,試料名:№1　SA05炭集中,炭化物,T,h,古墳時代,----,D,Beta-178977,β線法,1860,60,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2006,星原遺跡における放射性炭素年代測定,172?173,----,都城市文化財調査報告書　第72集　星原遺跡　-横市地区県営ほ場整備事業に伴う発掘調査報告書-,都城市教育委員会
473,31714,45：宮崎県,木戸平第2遺跡,児湯郡都農町大字川北字木戸平11074番地他,試料№10　SA4　焼土　,炭化物,T,h,弥生時代後期後半?終末期(古墳時代初頭),----,CD,PED-18730,AMS法,3920,20,3919,22,-25.57,0.16,----,古環境研究所,古環境研究所,2012,放射性炭素年代測定,58･61?62,----,宮崎県埋蔵文化財センター発掘調査報告書　第215集　木戸平第2遺跡　東九州自動車道(日向?都農間)建設に伴う埋蔵文化財発掘調査報告書7　,宮崎県埋蔵文化財センター
