項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
114,29272,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:1　K-Ah層より下層,編物(ヒゴ材),T,d,縄文時代早期,----,B,NUTA2-7283,AMS法,6975,35,6976,36,-31,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
115,29251,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:3 第2貝塚Hベルト堆積層から採取　出土区/試料名:W-H7　上位,堅果類(オニグルミ),T,e,縄文時代早期,----,B,NUTA2-13660,AMS法,6925,25,6924,27,-31,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,14C年代測定と堆積年代解析,9?15,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
116,29249,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:1　第2貝塚Hベルト堆積層から採取　出土区/試料名:W-H6-b 上位,堅果類(オニグルミ),T,e,縄文時代早期,----,B,NUTA2-13659,AMS法,6915,25,6917,27,-26,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,14C年代測定と堆積年代解析,9?15,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
117,29273,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,整理番号:2　出土区/試料名:Loc.#7,堅果(ドングリ),T,e,縄文時代早期,----,B,NUTA2-9634,AMS法,6955,25,6955,27,-28,1,----,中村俊夫,名古屋大学年代測定総合研究センター,2009,東名遺跡の堆積物及び出土遺物の年代,108?114,----,佐賀市埋蔵文化財調査報告書　第40集　東名遺跡群Ⅱ　第6分冊　,佐賀市教育委員会
118,29231,41：佐賀県,東名遺跡,佐賀市金立町大字千布字東名,試料番号:14C-2　Ⅳ層最下部　,粘土,T,k,縄文時代早期後葉,----,B,Gak-18395,β線法,5950,110,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,2009,縄文時代以降の古環境変遷,1?11,----,佐賀市文化財調査報告書　第150集　東名遺跡群Ⅰ　第4分冊　,佐賀市教育委員会
119,29188,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6222PI　遺物№:仮200706　最外以外樹皮に近い部分を採取,生材(マツ属複維管束亜属),T,d,戦国,----,F,PLD-7283,AMS法,315,25,316,23,-29.86,0.33,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
120,29189,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6221PA　遺物№:仮200708　最外年輪,生材(クリ),T,d,戦国,----,F,PLD-7284,AMS法,370,20,368,22,-30.37,0.2,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
121,29191,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,8B区　SB8011PA　遺物№:仮200711　最外年輪,生材(シイノキ属),T,d,戦国,----,F,PLD-7286,AMS法,450,20,448,21,-28.36,0.14,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
122,29190,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6221PF　遺物№:仮200709　最外年輪,生材(クリ),T,d,戦国,----,F,PLD-7285,AMS法,350,25,350,27,-33.68,0.45,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
123,29187,41：佐賀県,東畑瀬遺跡,佐賀市富士町大字関屋,6F区　SB6222PG　遺物№:仮200704　最外年輪,生材(マツ属複維管束亜属),T,d,戦国,----,F,PLD-7282,AMS法,350,20,352,22,-29.29,0.15,----,佐々木由香･小林紘一･丹生越子･伊藤茂･山形秀樹･瀬谷薫･Zaur　Lomtatidze･Ineza　Jorjoliani,パレオ・ラボ,2010,放射性炭素年代測定,172?174,----,佐賀県文化財調査報告書　第185集　東畑瀬遺跡2･畑瀬城跡　-嘉瀬川ダム建設に伴う埋蔵文化財発掘調査報告書4-,佐賀県教育委員会
124,29148,41：佐賀県,柚比梅坂遺跡,鳥栖市柚比町字梅坂･永田,SX1153,骨(歯)　ウマ　歯牙片,T,a,奈良時代後半?平安時代前期?,----,E,IAAA-10535,AMS法,1140,30,----,----,-20.26,0.7,----,パリノ･サーヴェイ,加速器分析研究所,2003,柚比梅坂遺跡出土獣骨の放射性炭素年代測定と同定,219,----,佐賀県文化財調査報告書　第158集　柚比遺跡群4　-鳥栖北部丘陵新都市関係文化財調査報告書5-,佐賀県教育委員会
125,29155,41：佐賀県,梅白遺跡,唐津市大字原字梅白,自然流路SD187 UME-2,杭(クリ),T,d,弥生時代早期,夜臼Ⅱ式,C,Beta-174313,AMS法,2680,40,----,----,----,----,-25,藤尾慎一郎･今村峯雄･坂本稔,Beta Analytic Inc.,2003,佐賀県唐津市梅白遺跡出土資料の年代学的調査,360?366,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
126,29154,41：佐賀県,梅白遺跡,唐津市大字原字梅白,自然流路SD187 UME-1,杭(クリ),T,d,弥生時代早期,夜臼Ⅱ式,C,Beta-174312,AMS法,2600,40,----,----,----,----,-32.8,藤尾慎一郎･今村峯雄･坂本稔,Beta Analytic Inc.,2003,佐賀県唐津市梅白遺跡出土資料の年代学的調査,360?366,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
127,3865,41：佐賀県,梅白遺跡,唐津市大字原字梅白,SD187,木材表面5年輪,T,d,弥生時代早期,夜臼Ⅱa式,C,Beta-174313,AMS法,2680,40,----,----,-25,----,-25,学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,UMS-2a，特殊試料，超音波洗浄のみ,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
128,29153,41：佐賀県,梅白遺跡,唐津市大字原字梅白,試料:⑤　水田跡最下層　堅果類がつまった土坑(ドングリ土坑)出土,種実(アカガシ亜属),T,e,弥生時代,----,C,不明,β線法,2490,50,----,----,----,----,-26.9,----,古環境研究所,2003,梅白遺跡における放射性炭素年代測定,306,----,佐賀県文化財調査報告書　第154集　梅白遺跡　-西九州自動車道建設に係る文化財調査報告書(2)-,佐賀県教育委員会
129,3864,41：佐賀県,梅白遺跡,唐津市大字原字梅白,SD187,木材表面5年輪,T,d,弥生時代早期,夜臼Ⅱa式,C,Beta-174312,AMS法,2600,40,----,----,-32.8,----,-32.8,学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,UMS-1a，特殊試料，超音波洗浄のみ,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
130,29109,41：佐賀県,汐入遺跡,唐津市佐志,試料名:14C-4,植物遺体,T,d,古墳時代?室町時代,----,DEF,IAAA-42471,AMS法,5370,50,5373,44,-24.9,0.88,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･金井慎司･伊藤良永･斉藤紀行･松元美由紀,加速器分析研究所,2006,汐入遺跡の古環境分析,28?61,----,唐津市文化財調査報告書　第127集　汐入遺跡,唐津市教育委員会
131,29107,41：佐賀県,汐入遺跡,唐津市佐志,試料名:14C-2,植物遺体,T,d,古墳時代?室町時代,----,DEF,IAAA-42469,AMS法,4970,50,4974,45,-23.85,0.91,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･金井慎司･伊藤良永･斉藤紀行･松元美由紀,加速器分析研究所,2006,汐入遺跡の古環境分析,28?61,----,唐津市文化財調査報告書　第127集　汐入遺跡,唐津市教育委員会
132,29106,41：佐賀県,汐入遺跡,唐津市佐志,試料名:14C-1,種実,T,e,古墳時代?室町時代,----,DEF,IAAA-42468,AMS法,3740,50,3738,47,-26.89,0.85,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･金井慎司･伊藤良永･斉藤紀行･松元美由紀,加速器分析研究所,2006,汐入遺跡の古環境分析,28?61,----,唐津市文化財調査報告書　第127集　汐入遺跡,唐津市教育委員会
133,29209,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区2　H-11　43グリッド,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62709,AMS法,930,30,925,28,-29.63,0.54,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
134,29210,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区3　SK166,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62710,AMS法,960,30,957,29,-28.88,0.56,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
135,29208,41：佐賀県,矢作遺跡(1区),唐津市浜玉町渕上,1区1　I-11　37グリッド　,炭化材,T,f,室町時代?安土桃山,15?16世紀代,F,IAAA-62708,AMS法,920,30,915,28,-27.43,0.56,----,パリノ･サーヴェイ,加速器分析研究所,2012,鍛冶炉群の年代と燃料材の樹種について,146?148,----,佐賀県文化財調査報告書　第194集　矢作遺跡　矢作遺跡1区･2区　-西九州自動車道建設に係る文化財調査報告書(12)-,佐賀県教育委員会
136,29118,41：佐賀県,荒平遺跡,唐津市佐志,4層上部,炭化物,T,h,旧石器時代?縄文時代早期,----,AB,IAAA-51737,AMS法,1830,40,1825,37,-26.3,0.85,----,パリノ･サーヴェイ,加速器分析研究所,2007,荒平遺跡の堆積層形成年代推定,34?39,----,唐津市文化財調査報告書　第136集　荒平遺跡,唐津市教育委員会
137,29113,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-4　立木3　Ⅵ層上面,木材(クスノキ科),T,d,縄文時代晩期,----,B,IAAA-42067,AMS法,2790,40,2794,40,-29.36,0.91,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
138,29115,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:SK60,炭化材(クマシデ属),T,f,古墳時代,----,D,IAAA-50912,AMS法,1500,40,1496,35,-29.97,0.71,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
139,29114,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:SX43,炭化材(マツ属複維管束亜属),T,f,古墳時代,----,D,IAAA-50911,AMS法,1150,40,1152,34,-29.72,0.7,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
140,29111,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-2　2地点;3　Ⅳ層下部,腐植質土壌,T,k,古墳時代,----,D,IAAA-42065,AMS法,1570,40,1572,37,-28.86,0.73,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
141,29112,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-3　2地点;4　Ⅴ層,植物遺体,T,d,古墳時代,----,D,IAAA-42066,AMS法,1570,40,1574,39,-29.33,0.8,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
142,29110,41：佐賀県,菜畑内田遺跡,唐津市神田,試料名:14C-1　2地点;2　Ⅳ層上部,腐植質土壌,T,k,古墳時代,----,D,IAAA-42064,AMS法,1390,40,1391,39,-29.56,0.84,----,パリノ･サーヴェイ　辻康男･田中義文･辻本裕也･伊藤良永･松元美由紀･馬場健司,加速器分析研究所,2006,菜畑内田遺跡の古環境調査,58?98,----,唐津市文化財調査報告書　第128集　菜畑内田遺跡(6),唐津市教育委員会
143,29103,41：佐賀県,菜畑内田遺跡,唐津市神田,炭化物土壙土壌,土壌,T,k,古墳時代,----,D,IAAA-32038,AMS法,1190,40,1191,37,----,----,-26.42,パリノ･サーヴェイ,加速器分析研究所,2005,菜畑内田遺跡の自然科学分析,64?67,----,唐津市文化財調査報告書　第121集　菜畑内田遺跡(5),唐津市教育委員会
144,29127,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,D-Ⅱ-110層,木材,T,d,縄文時代後期頃,----,B,KSU-520,β線法,3030,40,----,----,----,----,----,山田治,京都産業大学理学部,1982,菜畑遺跡の液体シンチレーション法による14C年代,386?387,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
145,29129,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,C-I-④区　第10?11層山ノ寺式,炭化米,T,g,縄文時代前期,山ノ寺式,B,N-4230,β線法,2680,80,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
146,29133,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-4　8上層,炭化米,T,g,弥生時代前期初頭,夜臼･板付I式共伴,C,N-4599,β線法,2960,90,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
147,29134,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-4　8下層,炭化米,T,g,縄文時代晩期終末,夜臼式単純,B,N-4600,β線法,3230,100,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
148,29135,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-4　12層,炭化米,T,g,縄文時代晩期後半,山の寺式,B,N-4598,β線法,4030,65,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
149,29136,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,H-I-1　14上層,炭化米,T,g,縄文時代前期後半,第2･3群土器,B,N-4602,β線法,5210,65,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
150,29130,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,C-I-④区　第8層夜臼単純層期,炭化米,T,g,縄文時代晩期,夜臼式単純,B,N-4229,β線法,2620,60,----,----,----,----,----,中村純,理化学研究所,1982,縄文晩期および弥生前期のコメ,565?571,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
151,29126,41：佐賀県,菜畑遺跡,唐津市菜畑字松山寺山,E-1-③　8下層,木材,T,d,縄文時代晩期終末,----,B,KSU-513,β線法,2630,30,----,----,----,----,----,山田治,京都産業大学理学部,1982,菜畑遺跡の液体シンチレーション法による14C年代,386?387,----,唐津市文化財調査報告　第5集　菜畑遺跡,唐津市教育委員会
152,29124,41：佐賀県,長部田城跡,唐津市相知町長部田,SK01　,炭化材(アカガシ亜属),T,f,鎌倉時代?室町時代,----,F,IAAA-93078,AMS法,770,30,766,27,-29.13,0.47,----,パリノ･サーヴェイ,加速器分析研究所,2011,長部田城跡出土炭化材の年代測定,30?32,----,唐津市文化財調査報告書　第155集　長部田城跡,唐津市教育委員会
153,29099,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SK46 　炭窯覆土,炭化材(クリ),T,f,奈良時代?平安時代,----,E,IAAA-30389,AMS法,1320,50,----,----,-10.24,1.47,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
154,29098,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SK39 　炭窯覆土,炭化材(サクラ属),T,f,奈良時代?平安時代,----,E,IAAA-30388,AMS法,1280,40,----,----,-27.75,0.96,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
155,29097,41：佐賀県,鶏ノ尾遺跡,唐津市半田字鶏ノ尾,SP18　鍛錬鍛冶炉床上,炭化材,T,f,平安時代,9世紀後半?10世紀前半,E,IAAA-30387,AMS法,1150,40,----,----,-12.5,0.75,----,パリノ･サーヴェイ,加速器分析研究所,2003,分析,87?88,----,唐津市文化財調査報告書　第109集　鶏ノ尾遺跡(2),唐津市教育委員会
